invoice_id,credit_note_id,invoice_total_usd,write_off_amount_usd,contract_number,contract_status_sf,en_lista_cancelacion,payment_existe_en_sf,payment_count,payment_status_breakdown,payment_accepted_amount_usd,payment_annotation,customer_id
7438,CN-294,25.0,25.0,00316651,Cancelled,SI,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CYabYAG
254,CN-293,139.0,139.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,42,{'REJECTED': 42},0,,a5jUU000000CcO5YAK
257,CN-292,25.0,25.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,42,{'REJECTED': 42},0,,a5jUU000000CcO5YAK
565,CN-291,139.0,139.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,32,{'REJECTED': 32},0,,a5jUU000000CcO5YAK
577,CN-290,25.0,25.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,32,{'REJECTED': 32},0,,a5jUU000000CcO5YAK
1955,CN-289,139.0,139.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CcO5YAK
1978,CN-288,25.0,25.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CcO5YAK
3806,CN-287,139.0,139.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CcO5YAK
3999,CN-286,25.0,25.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CcO5YAK
5973,CN-285,139.0,139.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CcO5YAK
6397,CN-284,25.0,25.0,00316735,Cancelled,SI,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CcO5YAK
7214,CN-283,79.0,79.0,00316036,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,16BYSrV5ZkRWN2qCC
7401,CN-282,25.0,25.0,00316036,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,16BYSrV5ZkRWN2qCC
1439,CN-281,139.0,139.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CGYrYAO
1457,CN-280,25.0,25.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,22,{'REJECTED': 22},0,,a5jUU000000CGYrYAO
3449,CN-279,139.0,139.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CGYrYAO
3797,CN-278,25.0,25.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CGYrYAO
5602,CN-277,139.0,139.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CGYrYAO
6031,CN-276,25.0,25.0,00316289,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CGYrYAO
6046,CN-275,99.0,99.0,00316370,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CKhJYAW
6526,CN-274,25.0,25.0,00316370,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CKhJYAW
1088,CN-273,94.0,94.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,21,{'REJECTED': 21},0,,a5jUU000000DYWvYAO
2646,CN-272,69.0,69.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000DYWvYAO
2830,CN-271,25.0,25.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000DYWvYAO
4792,CN-270,69.0,69.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DYWvYAO
5011,CN-269,25.0,25.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DYWvYAO
7159,CN-268,69.0,69.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000DYWvYAO
7396,CN-267,25.0,25.0,00315820,Cancelled,SI,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000DYWvYAO
2506,CN-265,79.0,79.0,00315987,Cancelled,NO,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000DavJYAS
4618,CN-264,79.0,79.0,00315987,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000DavJYAS
4672,CN-263,25.0,25.0,00315987,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DavJYAS
6938,CN-262,79.0,79.0,00315987,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DavJYAS
7029,CN-261,25.0,25.0,00315987,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DavJYAS
5597,CN-260,99.0,99.0,00316314,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CHujYAG
6029,CN-259,25.0,25.0,00316314,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CHujYAG
4614,CN-258,99.0,99.0,00316530,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CSi5YAG
6934,CN-257,99.0,99.0,00316530,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000CSi5YAG
1231,CN-256,100.0,25.0,00316333,Activated,NO,SI - CON ACEPTADO,10,"{'REJECTED': 9, 'ACCEPTED': 1}",75,CASH INVOICE 1231 - SIN FEE,a5jUU000000CJJpYAO
2504,CN-255,139.0,139.0,00316446,Cancelled,SI,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000COo9YAG
4621,CN-254,139.0,139.0,00316446,Cancelled,SI,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000COo9YAG
4691,CN-253,25.0,25.0,00316446,Cancelled,SI,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000COo9YAG
1096,CN-252,124.0,124.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,16BRQMV5kdBpM1r20
1097,CN-251,124.0,124.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,16BRQMV5kdBpM1r20
2660,CN-250,79.0,79.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,16BRQMV5kdBpM1r20
2825,CN-249,25.0,25.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,16BRQMV5kdBpM1r20
4796,CN-248,79.0,79.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,16BRQMV5kdBpM1r20
5008,CN-247,25.0,25.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,16BRQMV5kdBpM1r20
7154,CN-246,79.0,79.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,16BRQMV5kdBpM1r20
7409,CN-245,25.0,25.0,00316079,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,16BRQMV5kdBpM1r20
1231,CN-244,100.0,100.0,00316333,Activated,NO,SI - CON ACEPTADO,10,"{'REJECTED': 9, 'ACCEPTED': 1}",75,CASH INVOICE 1231 - SIN FEE,a5jUU000000CJJpYAO
1390,CN-243,124.0,124.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,14,{'REJECTED': 14},0,,AzypHEV5epOaQ2TO2
1391,CN-242,124.0,124.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,AzypHEV5epOaQ2TO2
1392,CN-241,124.0,124.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,AzypHEV5epOaQ2TO2
3075,CN-240,99.0,99.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,AzypHEV5epOaQ2TO2
3130,CN-239,25.0,25.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,AzypHEV5epOaQ2TO2
5227,CN-238,99.0,99.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,AzypHEV5epOaQ2TO2
5314,CN-237,25.0,25.0,00316616,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,AzypHEV5epOaQ2TO2
5971,CN-233,99.0,99.0,00317469,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000EAsLYAW
6395,CN-232,25.0,25.0,00317469,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000EAsLYAW
1102,CN-231,124.0,124.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000CArdYAG
1103,CN-230,124.0,124.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000CArdYAG
2685,CN-229,79.0,79.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CArdYAG
2842,CN-228,25.0,25.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CArdYAG
4820,CN-227,79.0,79.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000CArdYAG
4994,CN-226,25.0,25.0,00316160,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CArdYAG
6079,CN-225,99.0,99.0,00317790,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000EkcTYAS
6522,CN-224,25.0,25.0,00317790,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000EkcTYAS
6946,CN-223,99.0,99.0,00318178,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000FLybYAG
4832,CN-220,99.0,99.0,00316434,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000COL7YAO
5093,CN-219,25.0,25.0,00316434,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000COL7YAO
5289,CN-218,25.0,25.0,00315611,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000D7GbYAK
1723,CN-215,79.0,79.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000CdX3YAK
1911,CN-214,25.0,25.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,15,{'REJECTED': 15},0,,a5jUU000000CdX3YAK
3716,CN-213,79.0,79.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CdX3YAK
3956,CN-212,25.0,25.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CdX3YAK
5878,CN-211,79.0,79.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CdX3YAK
6247,CN-210,25.0,25.0,00315998,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CdX3YAK
5414,CN-209,139.0,139.0,00317945,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000ExJZYA0
5528,CN-208,25.0,25.0,00317945,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000ExJZYA0
2947,CN-206,119.0,119.0,00317603,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000ER0LYAW
3002,CN-205,25.0,25.0,00317603,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000ER0LYAW
5327,CN-204,75.0,75.0,00317603,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000ER0LYAW
5381,CN-203,25.0,25.0,00317603,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000ER0LYAW
1110,CN-202,124.0,124.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000CDBBYA4
1111,CN-201,124.0,124.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CDBBYA4
2669,CN-200,79.0,79.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,9,{'REJECTED': 9},0,,a5jUU000000CDBBYA4
2820,CN-199,25.0,25.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000CDBBYA4
4807,CN-198,79.0,79.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000CDBBYA4
5007,CN-197,25.0,25.0,00316208,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CDBBYA4
3637,CN-195,69.0,69.0,00315438,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000DR2PYAW
3927,CN-194,25.0,25.0,00315438,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000DR2PYAW
5804,CN-193,69.0,69.0,00315438,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DR2PYAW
1954,CN-191,129.0,129.0,00317182,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DjybYAC
1977,CN-190,25.0,25.0,00317182,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DjybYAC
4529,CN-189,99.0,99.0,00316285,Cancelled,NO,SI - SOLO RECHAZADOS,4,{'REJECTED': 4},0,,a5jUU000000CGQnYAO
1245,CN-188,124.0,124.0,00316513,Cancelled,NO,SI - SOLO RECHAZADOS,16,{'REJECTED': 16},0,,a5jUU000000CRndYAG
3347,CN-187,99.0,99.0,00316513,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000CRndYAG
5515,CN-186,99.0,99.0,00316513,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CRndYAG
5262,CN-184,89.0,89.0,00316970,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000CqcLYAS
3834,CN-183,139.0,139.0,00317615,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000ERbRYAW
4189,CN-182,25.0,25.0,00317615,Cancelled,NO,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000ERbRYAW
1032,CN-180,94.0,94.0,00315528,Cancelled,NO,SI - SOLO RECHAZADOS,15,{'REJECTED': 15},0,,a5jUU000000DRs2YAG
1033,CN-179,94.0,94.0,00315528,Cancelled,NO,SI - SOLO RECHAZADOS,14,{'REJECTED': 14},0,,a5jUU000000DRs2YAG
3284,CN-178,25.0,25.0,00315528,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DRs2YAG
1330,CN-177,94.0,94.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
1331,CN-176,94.0,94.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
1332,CN-175,94.0,94.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
3077,CN-174,69.0,69.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
3132,CN-173,25.0,25.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
5229,CN-172,69.0,69.0,00315804,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000CMXpYAO
4758,CN-171,75.0,75.0,00315263,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000Cx5xYAC
3183,CN-170,139.0,139.0,00317390,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000E3pFYAS
627,CN-169,99.0,99.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,20,{'REJECTED': 20},0,,a5jUU000000CsUTYA0
655,CN-168,25.0,25.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000CsUTYA0
2064,CN-167,99.0,99.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CsUTYA0
2093,CN-166,25.0,25.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CsUTYA0
4124,CN-165,99.0,99.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CsUTYA0
4193,CN-164,25.0,25.0,00317010,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000CsUTYA0
490,CN-163,104.0,104.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DEJhYAO
491,CN-162,104.0,104.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,20,{'REJECTED': 20},0,,a5jUU000000DEJhYAO
571,CN-161,79.0,79.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000DEJhYAO
578,CN-160,25.0,25.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,18,{'REJECTED': 18},0,,a5jUU000000DEJhYAO
1968,CN-159,79.0,79.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DEJhYAO
1982,CN-158,25.0,25.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DEJhYAO
3833,CN-157,79.0,79.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000DEJhYAO
4181,CN-156,25.0,25.0,00313570,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000DEJhYAO
1165,CN-154,104.0,104.0,00316054,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,16BkYxV5eoO8e2UQc
1274,CN-153,124.0,124.0,00314629,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DIVNYA4
1275,CN-152,124.0,124.0,00314629,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DIVNYA4
1276,CN-151,124.0,124.0,00314629,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DIVNYA4
2714,CN-150,99.0,99.0,00314629,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DIVNYA4
2863,CN-149,25.0,25.0,00314629,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000DIVNYA4
3789,CN-143,99.0,99.0,00317749,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000EhBZYA0
3998,CN-142,25.0,25.0,00317749,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EhBZYA0
821,CN-137,99.0,99.0,00317320,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DyCrYAK
2115,CN-136,99.0,99.0,00317320,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DyCrYAK
3536,CN-135,89.0,89.0,00314213,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DGJtYAO
3869,CN-134,25.0,25.0,00314213,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DGJtYAO
682,CN-133,139.0,139.0,00316993,Cancelled,NO,SI - SOLO RECHAZADOS,15,{'REJECTED': 15},0,,a5jUU000000CrerYAC
1543,CN-132,89.0,89.0,00314271,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DGTZYA4
1839,CN-131,25.0,25.0,00314271,Cancelled,NO,SI - SOLO RECHAZADOS,7,{'REJECTED': 7},0,,a5jUU000000DGTZYA4
3541,CN-130,89.0,89.0,00314271,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DGTZYA4
836,CN-127,89.0,89.0,00316955,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000CphtYAC
867,CN-126,25.0,25.0,00316955,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000CphtYAC
2745,CN-125,89.0,89.0,00316955,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CphtYAC
2850,CN-124,25.0,25.0,00316955,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000CphtYAC
1054,CN-122,94.0,94.0,00251620,Finalized,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000D4ozYAC
3012,CN-121,69.0,69.0,00251620,Finalized,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000D4ozYAC
3101,CN-120,25.0,25.0,00251620,Finalized,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000D4ozYAC
576,CN-119,99.0,99.0,00317178,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DjfFYAS
2012,CN-118,99.0,99.0,00317178,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DjfFYAS
2106,CN-117,25.0,25.0,00317178,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DjfFYAS
574,CN-116,99.0,99.0,00317092,Cancelled,NO,SI - SOLO RECHAZADOS,11,{'REJECTED': 11},0,,a5jUU000000DV9FYAW
636,CN-115,25.0,25.0,00317092,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000DV9FYAW
2013,CN-114,99.0,99.0,00317092,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DV9FYAW
2105,CN-113,25.0,25.0,00317092,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DV9FYAW
573,CN-112,99.0,99.0,00317061,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DArBYAW
637,CN-111,25.0,25.0,00317061,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000DArBYAW
1992,CN-110,99.0,99.0,00317061,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DArBYAW
2114,CN-109,25.0,25.0,00317061,Cancelled,NO,SI - SOLO RECHAZADOS,3,{'REJECTED': 3},0,,a5jUU000000DArBYAW
476,CN-108,99.0,99.0,00317131,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DgZJYA0
495,CN-107,25.0,25.0,00317131,Cancelled,NO,SI - SOLO RECHAZADOS,13,{'REJECTED': 13},0,,a5jUU000000DgZJYA0
991,CN-106,99.0,99.0,00317131,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DgZJYA0
995,CN-105,25.0,25.0,00317131,Cancelled,NO,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DgZJYA0
1336,CN-104,94.0,94.0,00315809,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DYFCYA4
1337,CN-103,94.0,94.0,00315809,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DYFCYA4
1338,CN-102,94.0,94.0,00315809,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DYFCYA4
825,CN-101,169.0,169.0,00317350,Cancelled,SI,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000E0EfYAK
865,CN-100,25.0,25.0,00317350,Cancelled,SI,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000E0EfYAK
2742,CN-99,89.0,89.0,00317350,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000E0EfYAK
2851,CN-98,25.0,25.0,00317350,Cancelled,SI,SI - SOLO RECHAZADOS,5,{'REJECTED': 5},0,,a5jUU000000E0EfYAK
823,CN-97,99.0,99.0,00317344,Cancelled,SI,SI - SOLO RECHAZADOS,2,{'REJECTED': 2},0,,a5jUU000000DzbxYAC
2773,CN-96,99.0,99.0,00317344,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DzbxYAC
2888,CN-95,25.0,25.0,00317344,Cancelled,SI,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000DzbxYAC
1601,CN-94,79.0,79.0,00315294,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000DPILYA4
1188,CN-93,104.0,104.0,00314510,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DHavYAG
1542,CN-92,79.0,79.0,00314510,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DHavYAG
1840,CN-91,25.0,25.0,00314510,Cancelled,NO,SI - SOLO RECHAZADOS,8,{'REJECTED': 8},0,,a5jUU000000DHavYAG
3099,CN-90,99.0,99.0,00317692,Cancelled,NO,SI - SOLO RECHAZADOS,1,{'REJECTED': 1},0,,a5jUU000000EaZtYAK
1181,CN-89,94.0,94.0,00311514,Cancelled,NO,SI - SOLO RECHAZADOS,12,{'REJECTED': 12},0,,a5jUU000000D9zxYAC
1491,CN-88,75.0,75.0,00311514,Cancelled,NO,SI - SOLO RECHAZADOS,10,{'REJECTED': 10},0,,a5jUU000000D9zxYAC
1825,CN-87,25.0,25.0,00311514,Cancelled,NO,SI - SOLO RECHAZADOS,6,{'REJECTED': 6},0,,a5jUU000000D9zxYAC
