Payment_Name,ContractNumber,ContractStatus,SM_ACH_Order__c,Amount,Days_Since_Transmission,Current_Payment_Status__c,Current_Check_Collection_Status__c,Current_Return_code__c,Current_Check_Collection_Date__c,Expected_Payment_Status__c,Expected_Check_Collection_Status__c,Expected_Return_code__c,Expected_Return_Change__c,Basis,Report_Txn_Date,Report_Source_File,Reason,Section,Mismatch_Type,Accepted_By_Timeout_Routine,Is_Test_or_VIP_Contract,LastModifiedDate,SM_Historical_Collection_Status__c,Tier,flag_same_file_ambiguous,flag_date_later_plus_retcode,Estado_Aplicado
PY-01828949,00317233,Cancelled,a04UU00000HKHcPYAX,119,140,REJECTED,PENDING,R11,2026-05-11,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 140 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:21:43.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01828958,00317314,Activated,a04UU00000HLCCTYA5,139,140,REJECTED,NOT_COLLECTED,R04,2026-05-20,REJECTED,PENDING,,,collections,2026-05-06,Check Collections May 7.pdf,R04 INVALID ACCOU,PENDING,SUBESTADO_MENOR,False,False,2026-09-14T19:22:52.000+0000,,T7_PROBABLEMENTE_YA_CORRECTO_SUBESTADO,False,True,
PY-01830310,00317348,Cancelled,a04UU00000HLS17YAH,99,138,REJECTED,PENDING,R04,2026-05-12,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 138 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:22:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01830311,00317361,Cancelled,a04UU00000HLZgvYAH,99,138,REJECTED,Not_collected,R01-pastdue date,2026-05-20,REJECTED,NOT_COLLECTED,,,collections,2026-05-11,Check Collections May 18-19 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:45.000+0000,,T5_SOLO_FORMATO,,,
PY-01834181,00317203,Cancelled,a04UU00000HJx4DYAT,129,131,REJECTED,PENDING,,2026-05-18,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 131 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:26:41.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01834182,00317210,Cancelled,a04UU00000HK40rYAD,119,131,ACCEPTED,Collected,R01,2026-06-01,ACCEPTED,COLLECTED,,,collections,2026-05-18,Check Collections May 29 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:45.000+0000,,T5_SOLO_FORMATO,,,
PY-01834191,00317273,Activated,a04UU00000HKhtRYAT,99,131,ACCEPTED,Collected,R01,2026-05-27,ACCEPTED,COLLECTED,,,collections,2026-05-18,Check Collections May 26 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:45.000+0000,,T5_SOLO_FORMATO,,,
PY-01834198,00317312,Cancelled,a04UU00000HL8aHYAT,139,131,REJECTED,Not_collected,R01-pastdue date,2026-07-02,REJECTED,NOT_COLLECTED,,,collections,2026-05-18,Check Collections July 1 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:45.000+0000,,T5_SOLO_FORMATO,,,
PY-01834199,00317315,Cancelled,a04UU00000HLCkLYAX,129,131,REJECTED,PENDING,R08,2026-05-15,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 131 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:25:37.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01834204,00317319,Cancelled,a04UU00000HLDwZYAX,139,131,ACCEPTED,Collected,R01,2026-06-01,ACCEPTED,COLLECTED,,,collections,2026-05-15,Check Collections May 29 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:45.000+0000,,T5_SOLO_FORMATO,,,
PY-01837011,00317401,Activated,a04UU00000HLy7RYAT,139,126,ACCEPTED,Collected,R01,2026-06-04,REJECTED,PENDING,,,collections,2026-05-21,Check Collections May 22 2026.pdf,NSF,PENDING,GUARD_REGRESION,False,False,2026-07-31T21:48:46.000+0000,,T6_PROBABLEMENTE_YA_CORRECTO,False,True,
PY-01837012,00317457,Cancelled,a04UU00000HMRcTYAX,99,125,ACCEPTED,Collected,R01,2026-06-05,REJECTED,PENDING,,,collections,2026-05-22,Check Collections May 26 2026.pdf,NSF,PENDING,GUARD_REGRESION,False,False,2026-07-31T21:48:46.000+0000,,T6_PROBABLEMENTE_YA_CORRECTO,False,True,
PY-01838221,00317304,Activated,a04UU00000HL422YAD,99,124,REJECTED,Not_collected,R01-pastdue date,2026-07-09,REJECTED,NOT_COLLECTED,,,collections,2026-05-26,Check Collections July 8 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01838225,00317365,Cancelled,a04UU00000HLbafYAD,99,124,ACCEPTED,Collected,R01,2026-06-05,REJECTED,PENDING,,,collections,2026-05-26,Check Collections May 27 2026.pdf,NSF,PENDING,GUARD_REGRESION,False,False,2026-07-31T21:48:46.000+0000,,T6_PROBABLEMENTE_YA_CORRECTO,False,True,
PY-01838226,00317368,Cancelled,a04UU00000HLcq5YAD,139,124,REJECTED,PENDING,R11,2026-06-02,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 124 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:36:01.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01840496,00317418,Cancelled,a04UU00000HM55hYAD,119,119,ACCEPTED,Collected,R01,2026-06-17,ACCEPTED,COLLECTED,,,collections,2026-05-28,Check Collections Jun 16 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01840615,00317262,Cancelled,a04UU00000HKadRYAT,139,119,ACCEPTED,Collected,R01,2026-06-03,REJECTED,PENDING,,,collections,2026-05-28,Check Collections May 29 2026.pdf,NSF,PENDING,GUARD_REGRESION,False,False,2026-07-31T21:48:46.000+0000,,T6_PROBABLEMENTE_YA_CORRECTO,False,True,
PY-01840616,00317299,Activated,a04UU00000HKztZYAT,139,119,ACCEPTED,Collected,R01,2026-06-11,ACCEPTED,COLLECTED,,,collections,2026-05-28,Check Collections Jun 10 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01840620,00317464,Cancelled,a04UU00000HMUNRYA5,139,119,REJECTED,Not_collected,R01-pastdue date,2026-06-12,REJECTED,NOT_COLLECTED,,,collections,2026-05-29,Check Collections Jun 11 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01840730,00317286,Cancelled,a04UU00000HKr81YAD,119,118,REJECTED,PENDING,R02,2026-05-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 118 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:33:59.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01841663,00317293,Cancelled,a04UU00000HKuaXYAT,119,117,REJECTED,PENDING,R03,2026-06-01,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 117 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:34:57.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01841666,00317372,Activated,a04UU00000HLjBdYAL,99,117,REJECTED,Not_collected,R01-pastdue date,2026-07-15,REJECTED,NOT_COLLECTED,,,collections,2026-06-01,Check Collections July 14 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01841668,00317387,Cancelled,a04UU00000HLouTYAT,139,117,REJECTED,Not_collected,R01-pastdue date,2026-07-15,REJECTED,NOT_COLLECTED,,,collections,2026-06-01,Check Collections July 14 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:48:46.000+0000,,T5_SOLO_FORMATO,,,
PY-01845252,00317435,Cancelled,a04UU00000HMGsLYAX,139,113,REJECTED,PENDING,R04,2026-06-03,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 113 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:37:01.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01845258,00317553,Cancelled,a04UU00000HNTHFYA5,99,113,REJECTED,PENDING,R08,2026-06-02,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 113 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:36:01.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01845418,00317478,Cancelled,a04UU00000HMfSXYA1,99,112,REJECTED,Not_collected,R01-pastdue date,2026-06-16,REJECTED,PENDING,,,collections,2026-06-04,Check Collections Jun 5a8 2026.pdf,NSF,PENDING,SUBESTADO_MENOR,False,False,2026-07-31T21:49:39.000+0000,,T7_PROBABLEMENTE_YA_CORRECTO_SUBESTADO,False,True,
PY-01845422,00317541,Cancelled,a04UU00000HNLzdYAH,59.5,112,REJECTED,PENDING,R08,2026-06-04,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 112 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:37:55.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01848919,00317583,Activated,a04UU00000HNjfNYAT,99,106,REJECTED,PENDING,R01,2026-06-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 106 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //PRC_AUT: RETURN //COLLECTED>NOT COLLECTED X DIAS (77 CAL,)_1848919_u.240826 // Pending>COLLECTED_1848919__r.110626_u.250626",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01848920,00317607,Cancelled,a04UU00000HO4ALYA1,139,106,REJECTED,PENDING,R13,2026-06-09,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 106 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:40:44.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01850076,00317360,Cancelled,a04UU00000HLZH8YAP,49.5,103,REJECTED,Not_collected,R01-pastdue date,2026-07-01,REJECTED,NOT_COLLECTED,,,collections,2026-06-16,Check Collections Jun 30 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:40.000+0000,,T5_SOLO_FORMATO,,,
PY-01850086,00317626,Activated,a04UU00000HOBwbYAH,139,103,REJECTED,PENDING,R01,2026-06-15,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 103 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //COLLECTED>NOT COLLECTED X DIAS (74 CAL,)_1850086_u.240826 // Pending>COLLECTED_1850086__r.170626_u.250626",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01850088,00317634,Cancelled,a04UU00000HOIoPYAX,139,103,REJECTED,Not_collected,R01-pastdue date,2026-06-26,REJECTED,NOT_COLLECTED,,,collections,2026-06-15,Check Collections Jun 25 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:40.000+0000,,T5_SOLO_FORMATO,,,
PY-01850723,00317668,Payment Process,a04UU00000HOhgLYAT,139,102,REJECTED,NOT_COLLECTED,R29,2026-06-17,REJECTED,RETURN,R29,,returns,2026-06-15,ACH Returns June 17 2026.pdf,CORPORATE CUSTOMER ADVISES NOT,,SUBESTADO_MENOR,False,False,2026-07-31T21:49:40.000+0000,,T7_PROBABLEMENTE_YA_CORRECTO_SUBESTADO,False,True,
PY-01851032,00317675,Activated,a04UU00000HOk9ZYAT,99,99,ACCEPTED,Collected,,2026-06-24,ACCEPTED,COLLECTED,,,collections,2026-06-17,Check Collections Jun 23 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:40.000+0000,,T5_SOLO_FORMATO,,,
PY-01852632,00317562,Activated,a04UU00000HNXHdYAP,139,99,ACCEPTED,Collected,R01,2026-07-01,ACCEPTED,COLLECTED,,,collections,2026-06-17,Check Collections Jun 30 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:40.000+0000,,T5_SOLO_FORMATO,,,
PY-01852634,00317570,Cancelled,a04UU00000HNeNxYAL,129,99,REJECTED,NOT_COLLECTED,R04,2026-06-17,REJECTED,RETURN,R04,,returns,2026-06-16,ACH Returns June 17 2026.pdf,INVALID ACCOUNT NUMBER,,SUBESTADO_MENOR,False,False,2026-07-31T21:49:40.000+0000,,T7_PROBABLEMENTE_YA_CORRECTO_SUBESTADO,False,True,
PY-01852637,00317623,Cancelled,a04UU00000HOBQLYA5,99,99,REJECTED,PENDING,R13,2026-06-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 99 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:45:30.000+0000,PRC_AUT: PENDING //PRC_AUT: RETURN //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01852638,00317674,Cancelled,a04UU00000HOjwfYAD,99,99,REJECTED,NOT_COLLECTED,R03,2026-06-17,REJECTED,RETURN,R03,,returns,2026-06-16,ACH Returns June 17 2026.pdf,NO ACCOUNT/UNABLE TO LOCATE ACC,,SUBESTADO_MENOR,False,False,2026-07-31T21:49:40.000+0000,,T7_PROBABLEMENTE_YA_CORRECTO_SUBESTADO,False,True,
PY-01853259,00317578,Activated,a04UU00000HNgPlYAL,139,97,REJECTED,NOT_COLLECTED,R01,2026-06-22,REJECTED,NOT_COLLECTED,,,collections,2026-06-22,CheckCollectionDailyReport_08032026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,"PRC_AUT: NOT_COLLECTED //NOT COLLECTED>NOT_COLLECTED_1853259_u.240826 // PENDING>NOT COLLECTED X DIAS (26 CAL,)_1853259__U.130726",T5_SOLO_FORMATO,,,
PY-01853261,00317621,Cancelled,a04UU00000HOAyvYAH,139,97,ACCEPTED,Collected,R01,2026-07-02,ACCEPTED,COLLECTED,,,collections,2026-06-22,Check Collections July 1 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01853262,00317642,Cancelled,a04UU00000HOQpBYAX,139,97,REJECTED,PENDING,R16,2026-06-22,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 97 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:48:27.000+0000,PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01853992,00317648,Activated,a04UU00000HOW8DYAX,99,96,ACCEPTED,Collected,R01,2026-06-26,ACCEPTED,COLLECTED,,,collections,2026-06-23,Check Collections Jun 25 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01853994,00317662,Activated,a04UU00000HOdzJYAT,139,96,ACCEPTED,Collected,R01,2026-07-10,ACCEPTED,COLLECTED,,,collections,2026-06-24,Check Collections July 9 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01853997,00317683,Cancelled,a04UU00000HOs77YAD,129,96,REJECTED,PENDING,R03,2026-06-23,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 96 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:49:21.000+0000,PRC_AUT: PENDING //,T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01857184,00317636,Activated,a04UU00000HOK0bYAH,139,89,REJECTED,Not_collected,R01-pastdue date,2026-07-14,REJECTED,NOT_COLLECTED,,,collections,2026-06-30,Check Collections July 13 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01857192,00317677,Cancelled,a04UU00000HOkO5YAL,99,89,REJECTED,Not_collected,R01-pastdue date,2026-07-09,REJECTED,NOT_COLLECTED,,,collections,2026-06-29,Check Collections July 8 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01857196,00317708,Activated,a04UU00000HP6DJYA1,139,89,REJECTED,PENDING,R01,2026-06-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 89 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-14T19:22:52.000+0000,"PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (60 CAL,)_1857196_u.240826 // ACH TRX>ACCEPTED_1857196__u.290626",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01857198,00317734,Activated,a04UU00000HPTRdYAP,99,89,ACCEPTED,Collected,R01,2026-07-13,ACCEPTED,COLLECTED,,,collections,2026-06-29,Check Collections July 10 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:41.000+0000,,T5_SOLO_FORMATO,,,
PY-01859713,00317467,Cancelled,a04UU00000HMUyXYAX,99,85,REJECTED,Not_collected,R01-pastdue date,2026-07-08,REJECTED,NOT_COLLECTED,,,collections,2026-06-30,Check Collections July 7 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:42.000+0000,,T5_SOLO_FORMATO,,,
PY-01859725,00317654,Activated,a04UU00000HOZ7hYAH,139,85,ACCEPTED,Collected,R01,2026-07-10,ACCEPTED,COLLECTED,,,collections,2026-06-30,Check Collections July 9 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:42.000+0000,,T5_SOLO_FORMATO,,,
PY-01859728,00317669,Activated,a04UU00000HOhoPYAT,99,85,ACCEPTED,Collected,R01,2026-07-08,ACCEPTED,COLLECTED,,,collections,2026-07-01,Check Collections July 7 2026.pdf,NSF,COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:42.000+0000,,T5_SOLO_FORMATO,,,
PY-01860309,00317823,Cancelled,a04UU00000HQGLtYAP,99,84,REJECTED,Not_collected,R01-pastdue date,2026-07-14,REJECTED,NOT_COLLECTED,,,collections,2026-07-02,Check Collections July 13 2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-07-31T21:49:42.000+0000,,T5_SOLO_FORMATO,,,
PY-01861623,00317718,Cancelled,a04UU00000HPJvJYAX,119,82,REJECTED,NOT_COLLECTED,R01,2026-07-06,REJECTED,NOT_COLLECTED,,,collections,2026-07-06,CheckCollectionDailyReport_07152026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,PRC_AUT: NOT_COLLECTED //,T5_SOLO_FORMATO,,,
PY-01861626,00317776,Cancelled,a04UU00000HPkgzYAD,129,82,REJECTED,PENDING,R08,2026-07-03,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 82 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T16:55:58.000+0000,"PRC_AUT: PENDING //PRC_AUT: RETURN //PENDING>NOT COLLECTED X DIAS (53 CAL,)_1861626_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01861633,00317787,Cancelled,a04UU00000HPs1pYAD,139,82,REJECTED,PENDING,R11,2026-07-17,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 82 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:03:56.000+0000,"PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (53 CAL,)_1861633_u.240826 // ACH TRX>ACCEPTED_1861633__U.200726",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,APLICADO 2026-09-22 (solo Cancelled)
PY-01865176,00317826,Payment Process,a04UU00000HQHUrYAP,99,75,REJECTED,NOT_COLLECTED,R09,2026-07-14,REJECTED,NOT_COLLECTED,,,collections,2026-07-14,CheckCollectionDailyReport_07272026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,PRC_AUT: NOT_COLLECTED //,T5_SOLO_FORMATO,,,
PY-01866368,00317788,Payment Process,a04UU00000HPtHFYA1,139,70,REJECTED,PENDING,R04,2026-07-16,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 70 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:02:53.000+0000,"PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (41 CAL,)_1866368_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01866372,00317835,Payment Process,a04UU00000HQMPhYAP,139,70,REJECTED,NOT_COLLECTED,R01,2026-07-16,REJECTED,NOT_COLLECTED,,,collections,2026-07-16,CheckCollectionDailyReport_08272026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,"PRC_AUT: NOT_COLLECTED //PENDING>NOT COLLECTED X DIAS (41 CAL,)_1866372_u.240826 //",T5_SOLO_FORMATO,,,
PY-01867096,00317797,Activated,a04UU00000HPzRVYA1,99,69,REJECTED,PENDING,R04,2026-07-17,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 69 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-09T17:03:56.000+0000,"PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (40 CAL,)_1867096_u.240826 // ACH TRX>ACCEPTED_1867096__U.200726",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01867270,00317858,Payment Process,a04UU00000HQVPlYAP,139,68,REJECTED,NOT_COLLECTED,R01,2026-07-20,REJECTED,NOT_COLLECTED,,,collections,2026-07-20,Check Collection Daily Report_08_31_2026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,"PRC_AUT: NOT_COLLECTED //PRC_AUT: NOT_COLLECTED //PENDING>NOT COLLECTED X DIAS (38 CAL,)_1867270_u.240826 //",T5_SOLO_FORMATO,,,
PY-01870712,00317915,Activated,a04UU00000HSFjvYAH,99,57,REJECTED,NOT_COLLECTED,R01,2026-07-29,REJECTED,NOT_COLLECTED,,,collections,2026-07-29,CheckCollectionDailyReport_08072026.pdf,PASTDUE DATE,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,PRC_AUT: NOT_COLLECTED //,T5_SOLO_FORMATO,,,
PY-01870713,00317916,Payment Process,a04UU00000HSFjwYAH,119,57,REJECTED,PENDING,R02,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870713_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870714,00317918,Payment Process,a04UU00000HSFjxYAH,139,57,REJECTED,PENDING,R04,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870714_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870715,00317927,Payment Process,a04UU00000HSFjzYAH,139,57,REJECTED,PENDING,R02,2026-07-29,REJECTED,NOT_COLLECTED,,,rule3_timeout,,,"Rule 3: 57 dias desde transmision, sin reporte que lo resuelva mejor",,RULE3_TIMEOUT_26D,False,False,2026-09-07T21:54:39.000+0000,"PRC_AUT: PENDING //PRC_AUT: PENDING //PENDING>NOT COLLECTED X DIAS (27 CAL,)_1870715_u.240826 //",T2_TIMEOUT_26D_A_NOT_COLLECTED,,,
PY-01870716,00317930,Cancelled,a04UU00000HSFk0YAH,99,57,REJECTED,NOT_COLLECTED,R08,2026-07-28,REJECTED,NOT_COLLECTED,,,collections,2026-07-28,CheckCollectionDailyReport_07312026.pdf,R08 STOP PAYMENT,NOT COLLECTED,SOLO_FORMATO,False,False,2026-09-21T10:40:43.000+0000,PRC_AUT: NOT_COLLECTED //PRC_AUT: NOT_COLLECTED //,T5_SOLO_FORMATO,,,
