Payment_Name,ContractNumber,ContractStatus,Amount,Days,Current_Payment_Status,Current_CCS,Expected_Payment_Status,Expected_CCS,Basis,Report_File,Report_Date,TestVIP,Estado_Aplicado
PY-01890504,00316916,Activated,164,25,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-01,False,APLICADO 2026-09-23
PY-01890514,00317788,Payment Process,164,25,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,CheckCollectionDailyReport_09022026.pdf,2026-09-01,False,
PY-01890517,00317858,Payment Process,164,25,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-01,False,APLICADO 2026-09-23
PY-01890520,00317916,Payment Process,144,25,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,CheckCollectionDailyReport_09022026.pdf,2026-09-01,False,
PY-01890521,00317918,Payment Process,164,25,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,CheckCollectionDailyReport_09022026.pdf,2026-09-01,False,
PY-01890522,00317927,Payment Process,164,25,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,CheckCollectionDailyReport_09022026.pdf,2026-09-01,False,
PY-01890532,00317863,Payment Process,144,25,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-02,False,APLICADO 2026-09-23
PY-01890540,00317861,Payment Process,164,25,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,Check Collection Daily Report_09_01_2026.pdf,2026-08-31,False,
PY-01894041,00318428,Activated,99,21,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-03,False,APLICADO 2026-09-23
PY-01895410,00318380,Cancelled,99,19,ACCEPTED,COLLECTED,REJECTED,RETURN,reporte,ACHReturnsReport_09212026.pdf,2026-09-04,False,APLICADO 2026-09-23
PY-01899134,00317297,Cancelled,99,14,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-09,False,APLICADO 2026-09-23
PY-01899177,00316302,Cancelled,124,14,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte,CheckCollectionDailyReport_09112026.pdf,2026-09-10,False,
PY-01899192,00317297,Cancelled,124,14,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-09,False,APLICADO 2026-09-23
PY-01899922,00318243,Activated,99,13,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-11,False,APLICADO 2026-09-23
PY-01900438,00318342,Cancelled,99,12,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09212026.pdf,2026-09-14,False,APLICADO 2026-09-23
PY-01900439,00318343,Cancelled,99,12,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09212026.pdf,2026-09-14,False,APLICADO 2026-09-23
PY-01901108,00317145,Activated,99,11,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09212026.pdf,2026-09-15,False,APLICADO 2026-09-23
PY-01901116,00318330,Payment Process,139,11,REJECTED,PENDING,REJECTED,NOT_COLLECTED,reporte,CheckCollectionDailyReport_09212026.pdf,2026-09-15,False,APLICADO 2026-09-23
PY-01901123,00318160,Activated,99,11,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-15,False,APLICADO 2026-09-23
PY-01902575,00242904,Activated,49,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902582,00309301,Activated,79,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902590,00310722,Activated,89,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902594,00312779,Activated,49,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902615,00315868,Activated,69,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902629,00316452,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902648,00317450,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902659,00317671,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902664,00317747,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902673,00317801,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902678,00318025,Activated,139,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902700,00318548,Activated,99,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09212026.pdf,2026-09-16,False,APLICADO 2026-09-23
PY-01902701,00318054,Activated,139,8,REJECTED,PENDING,ACCEPTED,COLLECTED,reporte,CheckCollectionDailyReport_09182026.pdf,2026-09-16,False,APLICADO 2026-09-23
