Grupo,Payment_Name,ContractNumber,ContractStatus,Amount,Days,Current_Payment_Status,Current_CCS,Expected_Payment_Status,Expected_CCS,Basis,Return_code_actual,Report_File,Report_Return_code
G3_ACTIVO,PY-01843605,00317307,Activated,99,117,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 1-2 2026.pdf,R01
G3_ACTIVO,PY-01845228,00315161,Activated,99,114,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845230,00315863,Activated,69,114,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845235,00316539,Activated,99,114,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845245,00316240,Activated,139,114,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845248,00317064,Activated,49,114,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845254,00317307,Activated,99,114,ACCEPTED,COLLECTED,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 3 2026.pdf,R01
G3_ACTIVO,PY-01845405,00313119,Activated,75,113,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 4 2026.pdf,R01
G3_ACTIVO,PY-01846485,00312122,Activated,79,111,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,Check Collections Jun 9 2026.pdf,
G3_ACTIVO,PY-01846499,00317374,Activated,99,111,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,Check Collections Jun 9 2026.pdf,
G3_ACTIVO,PY-01849211,00308931,Activated,49,106,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 11 2026.pdf,R01
G3_ACTIVO,PY-01849224,00317044,Activated,99,106,ACCEPTED,Collected,REJECTED,NOT_COLLECTED,rule3_sobre_reporte_no_resuelto,R01,ACH Returns June 11 2026.pdf,R01
G1_CANCELLED,PY-01889259,00317304,Cancelled,99,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,Check Collection Daily Report_09_01_2026.pdf,
G1_CANCELLED,PY-01889260,00317304,Cancelled,99,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,Check Collection Daily Report_09_01_2026.pdf,
G1_CANCELLED,PY-01889261,00317304,Cancelled,99,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,Check Collection Daily Report_09_01_2026.pdf,
G2_ACTIVO_EN_COLA_CANCELAR,PY-01890514,00317788,Payment Process,164,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R04,CheckCollectionDailyReport_09022026.pdf,
G2_ACTIVO_EN_COLA_CANCELAR,PY-01890520,00317916,Payment Process,144,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,CheckCollectionDailyReport_09022026.pdf,
G2_ACTIVO_EN_COLA_CANCELAR,PY-01890521,00317918,Payment Process,164,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R04,CheckCollectionDailyReport_09022026.pdf,
G2_ACTIVO_EN_COLA_CANCELAR,PY-01890522,00317927,Payment Process,164,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,CheckCollectionDailyReport_09022026.pdf,
G2_ACTIVO_EN_COLA_CANCELAR,PY-01890540,00317861,Payment Process,164,26,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R13,Check Collection Daily Report_09_01_2026.pdf,
G3_ACTIVO,PY-01895438,00317809,Activated,99,20,ACCEPTED,COLLECTED,REJECTED,RETURN,reporte_directo,,ACHReturnsReport_09212026.pdf,R11
G1_CANCELLED,PY-01899177,00316302,Cancelled,124,15,REJECTED,NOT_COLLECTED,REJECTED,PENDING,reporte_directo,R02,CheckCollectionDailyReport_09112026.pdf,
