"Id","Name","SM_Contract__c","SM_Contract__r.ContractNumber","SM_Contract__r.Status","Payment_Status__c","SM_Type__c","SM_Original_Type__c","SM_Amount__c","SM_Net_Amount__c","SM_Fee_value__c","SM_Penalty_value__c","SM_Payment_Date__c","SM_Payment_execution_date__c","SM_Payments_refunded__c","SM_Failed_payment__c","CreatedDate"
"a24UU000004NzN3YAK","PY-01825060","8008W000004Qx1dQAC","00311208","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-04-30","2026-04-30T10:00:56.000Z","","","2026-04-30T10:00:56.000Z"
"a24UU000004aZY1YAM","PY-01842330","8008W000004Qx1dQAC","00311208","Activated","ACCEPTED","Fee","","75.0","75.0","","","2026-05-29","2026-05-29T04:13:53.000Z","","","2026-05-29T04:13:53.000Z"
"a24UU000004oTvmYAE","PY-01859385","8008W000004Qx1dQAC","00311208","Activated","ACCEPTED","Fee","","75.0","75.0","","","2026-06-29","2026-06-29T14:01:30.000Z","","","2026-06-29T14:01:30.000Z"
"a24UU000004rDXtYAM","PY-01862850","8008W000004Qx1dQAC","00311208","Activated","ACCEPTED","Late payment fee","","25.0","25.0","","","2026-07-05","2026-07-05T11:00:50.000Z","","","2026-07-05T11:00:50.000Z"
"a24UU000004raPeYAI","PY-01863748","8008W000004Qx1dQAC","00311208","Activated","REFUNDED","","","-25.0","-25.0","","","2026-07-06","2026-07-06T00:00:00.000Z","a24UU000004rDXtYAM","","2026-07-06T14:56:26.000Z"
"a24UU000001G2a2YAC","PY-01653827","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-01-09","2025-01-09T10:14:59.000Z","","a24UU000001CzFGYA0","2025-01-09T10:14:59.000Z"
"a24UU000001KHfJYAW","PY-01659965","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-01-24","2025-01-24T10:19:34.000Z","","a24UU000001JhAOYA0","2025-01-24T10:19:34.000Z"
"a24UU000001W8hqYAC","PY-01673865","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-03-10","2025-03-07T18:09:11.000Z","","a24UU000001Tyl4YAC","2025-03-07T18:09:11.000Z"
"a24UU000001im21YAA","PY-01679031","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-03-28","2025-03-28T10:06:34.000Z","","","2025-03-28T10:06:34.000Z"
"a24UU0000025yooYAA","PY-01688376","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-04-28","2025-04-28T10:05:21.000Z","","","2025-04-28T10:05:21.000Z"
"a24UU000002KXGhYAO","PY-01701179","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-06-06","2025-06-06T10:13:28.000Z","","a24UU000002GeI6YAK","2025-06-06T10:13:28.000Z"
"a24UU000002S08pYAC","PY-01706595","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-06-27","2025-06-27T10:05:31.000Z","","","2025-06-27T10:05:31.000Z"
"a24UU000002cyTRYAY","PY-01716317","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-07-28","2025-07-28T10:00:34.000Z","","","2025-07-28T10:00:34.000Z"
"a24UU000002ompuYAA","PY-01725304","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-08-28","2025-08-28T10:00:25.000Z","","","2025-08-28T10:00:25.000Z"
"a24UU000002zS4gYAE","PY-01735366","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-09-26","2025-09-26T10:00:30.000Z","","","2025-09-26T10:00:30.000Z"
"a24UU000003AgU6YAK","PY-01746703","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-10-28","2025-10-28T10:00:34.000Z","","","2025-10-28T10:00:34.000Z"
"a24UU000003LCxKYAW","PY-01758052","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-11-28","2025-11-28T10:00:21.000Z","","","2025-11-28T10:00:21.000Z"
"a24UU000003VekGYAS","PY-01769863","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-12-26","2025-12-26T10:01:01.000Z","","","2025-12-26T10:01:01.000Z"
"a24UU000003mqDyYAI","PY-01789738","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","94.0","69.0","25.0","2026-02-05","2026-02-05T10:14:52.000Z","","a24UU000003ip6kYAA","2026-02-05T10:14:52.000Z"
"a24UU0000040NsOYAU","PY-01802496","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Late payment fee","Fee","94.0","94.0","69.0","25.0","2026-03-06","2026-03-06T10:14:40.000Z","","a24UU000003wzRFYAY","2026-03-06T10:14:40.000Z"
"a24UU0000049k6AYAQ","PY-01810338","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-03-27","2026-03-27T10:00:42.000Z","","","2026-03-27T10:00:42.000Z"
"a24UU000004MwUUYA0","PY-01824523","8008W000004ReKSQA0","00311299","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-04-28","2026-04-28T10:00:35.000Z","","","2026-04-28T10:00:35.000Z"
"a24UU000001JgpPYAS","PY-01658982","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-01-22","2025-01-22T18:13:43.000Z","","a24UU000001HkkOYAS","2025-01-22T18:13:43.000Z"
"a24UU000001PvQoYAK","PY-01666827","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-02-14","2025-02-14T10:06:06.000Z","","","2025-02-14T10:06:06.000Z"
"a24UU000001kQVCYA2","PY-01680192","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-03-31","2025-03-31T10:10:59.000Z","","a24UU000001WWkKYAW","2025-03-31T10:10:59.000Z"
"a24UU000001nlQMYAY","PY-01680992","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-04-03","2025-04-03T10:11:08.000Z","","a24UU000001Y4WsYAK","2025-04-03T10:11:08.000Z"
"a24UU0000029jXpYAI","PY-01691739","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-05-08","2025-05-05T23:01:45.000Z","","a24UU000001wgKrYAI","2025-05-05T23:01:45.000Z"
"a24UU000002DAA7YAO","PY-01694076","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-05-15","2025-05-15T10:05:51.000Z","","","2025-05-15T10:05:51.000Z"
"a24UU000002NB6UYAW","PY-01702623","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-06-13","2025-06-13T10:05:50.000Z","","","2025-06-13T10:05:50.000Z"
"a24UU000002YjgFYAS","PY-01711013","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-07-15","2025-07-15T00:00:00.000Z","","","2025-07-15T23:19:45.000Z"
"a24UU000002jxKYYAY","PY-01721861","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-07-15","2025-08-15T10:00:56.000Z","","","2025-08-15T10:00:56.000Z"
"a24UU000002wQH8YAM","PY-01733244","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-09-18","2025-09-18T10:10:05.000Z","","a24UU000002v2GwYAI","2025-09-18T10:10:05.000Z"
"a24UU0000036uKNYAY","PY-01741898","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-10-15","2025-10-15T10:00:55.000Z","","","2025-10-15T10:00:55.000Z"
"a24UU000003GxldYAC","PY-01752644","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2025-11-14","2025-11-14T10:00:48.000Z","","","2025-11-14T10:00:48.000Z"
"a24UU000003TMI6YAO","PY-01766824","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2025-12-18","2025-12-18T10:16:36.000Z","","a24UU000003Roa5YAC","2025-12-18T10:16:36.000Z"
"a24UU000003dV0dYAE","PY-01778188","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-01-15","2026-01-15T10:00:55.000Z","","","2026-01-15T10:00:55.000Z"
"a24UU000003qfOmYAI","PY-01792977","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-02-13","2026-02-13T10:00:51.000Z","","","2026-02-13T10:00:51.000Z"
"a24UU0000043Wp5YAE","PY-01804667","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-03-13","2026-03-13T10:00:33.000Z","","","2026-03-13T10:00:33.000Z"
"a24UU000004IdlWYAS","PY-01820116","8008W000004RhlSQAS","00311321","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-04-17","2026-04-17T10:17:53.000Z","","a24UU000004Hb0rYAC","2026-04-17T10:17:53.000Z"
"a24UU000001M4Z4YAK","PY-01662793","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-01-31","2025-01-31T10:16:12.000Z","","a24UU000001J4VaYAK","2025-01-31T10:16:12.000Z"
"a24UU000001RTlKYAW","PY-01668237","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-02-20","2025-02-20T10:05:39.000Z","","","2025-02-20T10:05:39.000Z"
"a24UU000001bt50YAA","PY-01676478","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-03-20","2025-03-20T10:06:05.000Z","","","2025-03-20T10:06:05.000Z"
"a24UU000001xKRxYAM","PY-01684692","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-04-15","2025-04-15T22:44:33.000Z","","","2025-04-15T22:44:33.000Z"
"a24UU000002EUmgYAG","PY-01695693","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-05-20","2025-05-20T10:05:34.000Z","","","2025-05-20T10:05:34.000Z"
"a24UU000002PYLWYA4","PY-01704669","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-06-20","2025-06-20T10:05:44.000Z","","","2025-06-20T10:05:44.000Z"
"a24UU000002ZjxGYAS","PY-01713048","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-07-18","2025-07-18T15:18:37.000Z","","","2025-07-18T15:18:37.000Z"
"a24UU000002pD2GYAU","PY-01727076","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-08-29","2025-08-29T10:22:06.000Z","","a24UU000002leH0YAI","2025-08-29T10:22:06.000Z"
"a24UU000002zTKAYA2","PY-01735877","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-09-26","2025-09-26T10:11:24.000Z","","a24UU000002wpx4YAA","2025-09-26T10:11:24.000Z"
"a24UU0000039tq2YAA","PY-01745905","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-10-24","2025-10-24T10:14:34.000Z","","a24UU0000038cG7YAI","2025-10-24T10:14:34.000Z"
"a24UU000003JNGwYAO","PY-01755755","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","94.0","69.0","25.0","2025-11-21","2025-11-21T10:15:35.000Z","","a24UU000003IyFLYA0","2025-11-21T10:15:35.000Z"
"a24UU000003Tks9YAC","PY-01766983","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-12-19","2025-12-19T10:00:34.000Z","","","2025-12-19T10:00:34.000Z"
"a24UU000003fQZVYA2","PY-01781336","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-01-20","2026-01-20T10:00:20.000Z","","","2026-01-20T10:00:20.000Z"
"a24UU000003tqp3YAA","PY-01795889","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-02-20","2026-02-20T10:00:34.000Z","","","2026-02-20T10:00:34.000Z"
"a24UU0000046dKYYAY","PY-01807532","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-03-20","2026-03-20T10:00:39.000Z","","","2026-03-20T10:00:39.000Z"
"a24UU000004JV95YAG","PY-01820346","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-04-20","2026-04-20T10:00:29.000Z","","","2026-04-20T10:00:29.000Z"
"a24UU000004Y7L1YAK","PY-01839208","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","Fee","94.0","94.0","69.0","25.0","2026-05-22","2026-05-22T10:19:29.000Z","","a24UU000004X7lCYAS","2026-05-22T10:19:29.000Z"
"a24UU000004kCQTYA2","PY-01854147","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Fee","","75.0","75.0","","","2026-06-19","2026-06-19T04:09:21.000Z","","","2026-06-19T04:09:21.000Z"
"a24UU000004yF6jYAE","PY-01868724","8008W000004RjNLQA0","00311329","Activated","ACCEPTED","Late payment fee","","25.0","25.0","","","2026-07-21","2026-07-21T11:01:39.000Z","","","2026-07-21T11:01:39.000Z"
"a24UU000001DvHeYAK","PY-01650934","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-01-01","2025-01-01T10:05:32.000Z","","","2025-01-01T10:05:32.000Z"
"a24UU000001E4T5YAK","PY-01651049","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-01-02","2025-01-02T10:06:56.000Z","","a24UU000000pZwbYAE","2025-01-02T10:06:56.000Z"
"a24UU000001E4sqYAC","PY-01651163","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-01-02","2025-01-02T10:09:03.000Z","","a24UU000000yYV8YAM","2025-01-02T10:09:03.000Z"
"a24UU000001Uj2OYAS","PY-01672131","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-03-03","2025-03-03T10:08:18.000Z","","a24UU0000016DZvYAM","2025-03-03T10:08:18.000Z"
"a24UU000001Uj5eYAC","PY-01672163","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-03-03","2025-03-03T10:08:55.000Z","","a24UU0000016iQrYAI","2025-03-03T10:08:55.000Z"
"a24UU0000028LyzYAE","PY-01690070","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-05-01","2025-05-01T10:05:21.000Z","","","2025-05-01T10:05:21.000Z"
"a24UU0000028MqTYAU","PY-01690299","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-05-01","2025-05-01T10:10:41.000Z","","a24UU000001ygdKYAQ","2025-05-01T10:10:41.000Z"
"a24UU000002HXxhYAG","PY-01699181","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-05-30","2025-05-30T10:17:37.000Z","","a24UU000001ygdJYAQ","2025-05-30T10:17:37.000Z"
"a24UU000002TA9KYAW","PY-01707667","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-07-01","2025-07-01T10:05:15.000Z","","","2025-07-01T10:05:15.000Z"
"a24UU000002TAZGYA4","PY-01707828","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","115.96","79.0","25.0","2025-07-01","2025-07-01T10:08:24.000Z","","a24UU000002IKLjYAO","2025-07-01T10:08:24.000Z"
"a24UU000002elwnYAA","PY-01718228","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-08-01","2025-08-01T10:00:26.000Z","","","2025-08-01T10:00:26.000Z"
"a24UU000002pzwMYAQ","PY-01727249","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-09-01","2025-09-01T10:00:27.000Z","","","2025-09-01T10:00:27.000Z"
"a24UU0000031JZyYAM","PY-01737262","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","88.09","79.0","0.0","2025-10-01","2025-10-01T10:00:24.000Z","","","2025-10-01T10:00:24.000Z"
"a24UU000003LoOHYA0","PY-01759100","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2025-12-01","2025-12-01T10:00:40.000Z","","","2025-12-01T10:00:40.000Z"
"a24UU000003LpqeYAC","PY-01759616","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2025-12-01","2025-12-01T10:13:02.000Z","","a24UU000003Cdv7YAC","2025-12-01T10:13:02.000Z"
"a24UU000003XOhlYAG","PY-01772419","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-01-01","2026-01-01T10:00:27.000Z","","","2026-01-01T10:00:27.000Z"
"a24UU000003wzRGYAY","PY-01798783","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-02-27","2026-02-27T10:00:49.000Z","","","2026-02-27T10:00:49.000Z"
"a24UU000003x1MeYAI","PY-01799558","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-02-27","2026-02-27T10:18:44.000Z","","a24UU000003l2nqYAA","2026-02-27T10:18:44.000Z"
"a24UU000004BmLZYA0","PY-01812592","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Fee","Subscription","79.0","79.0","79.0","0.0","2026-04-01","2026-04-01T10:00:28.000Z","","","2026-04-01T10:00:28.000Z"
"a24UU000004CJBEYA4","PY-01813077","8008W000004RywAQAS","00311358","Activated","ACCEPTED","Late payment fee","Fee","104.0","104.0","79.0","25.0","2026-04-02","2026-04-02T10:08:25.000Z","","a24UU000003xwaxYAA","2026-04-02T10:08:25.000Z"
"a24UU000001HklqYAC","PY-01655734","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-01-15","2025-01-15T10:06:19.000Z","","","2025-01-15T10:06:19.000Z"
"a24UU000001PvQpYAK","PY-01666828","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-02-14","2025-02-14T10:06:06.000Z","","","2025-02-14T10:06:06.000Z"
"a24UU000001Y4WtYAK","PY-01675183","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-03-14","2025-03-14T10:06:28.000Z","","","2025-03-14T10:06:28.000Z"
"a24UU0000021hHtYAI","PY-01686926","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Late payment fee","Fee","94.0","104.81","69.0","25.0","2025-04-22","2025-04-22T10:05:59.000Z","","a24UU000001wgKsYAI","2025-04-22T10:05:59.000Z"
"a24UU000002DABhYAO","PY-01694077","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-05-15","2025-05-15T10:05:58.000Z","","","2025-05-15T10:05:58.000Z"
"a24UU000002NB6VYAW","PY-01702624","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-06-13","2025-06-13T10:05:50.000Z","","","2025-06-13T10:05:50.000Z"
"a24UU000002YjfwYAC","PY-01710994","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-07-15","2025-07-15T00:00:00.000Z","","","2025-07-15T23:19:45.000Z"
"a24UU000002jxKZYAY","PY-01721862","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-08-15","2025-08-15T10:00:56.000Z","","","2025-08-15T10:00:56.000Z"
"a24UU000002v2GxYAI","PY-01731908","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-09-15","2025-09-15T10:00:50.000Z","","","2025-09-15T10:00:50.000Z"
"a24UU0000036uKOYAY","PY-01741899","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-10-15","2025-10-15T10:00:55.000Z","","","2025-10-15T10:00:55.000Z"
"a24UU000003GxleYAC","PY-01752645","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-11-14","2025-11-14T10:00:48.000Z","","","2025-11-14T10:00:48.000Z"
"a24UU000003Roa6YAC","PY-01764784","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-12-15","2025-12-15T10:01:01.000Z","","","2025-12-15T10:01:01.000Z"
"a24UU000003dV0eYAE","PY-01778189","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-01-15","2026-01-15T10:00:55.000Z","","","2026-01-15T10:00:55.000Z"
"a24UU000003qfOnYAI","PY-01792978","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-02-13","2026-02-13T10:00:51.000Z","","","2026-02-13T10:00:51.000Z"
"a24UU0000043Wp6YAE","PY-01804668","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-03-13","2026-03-13T10:00:33.000Z","","","2026-03-13T10:00:33.000Z"
"a24UU000004Hb0sYAC","PY-01818156","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-04-15","2026-04-15T10:00:41.000Z","","","2026-04-15T10:00:41.000Z"
"a24UU000004V2WIYA0","PY-01834318","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-05-15","2026-05-15T10:00:36.000Z","","","2026-05-15T10:00:36.000Z"
"a24UU000004i3G1YAI","PY-01851172","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","","75.0","75.0","","","2026-06-15","2026-06-15T04:09:50.000Z","","","2026-06-15T04:09:50.000Z"
"a24UU000004vOrJYAU","PY-01866419","8008W000004SbECQA0","00311493","Activated","ACCEPTED","Fee","","75.0","75.0","","","2026-07-15","2026-07-15T04:08:38.000Z","","","2026-07-15T04:08:38.000Z"
"a24UU000001HklrYAC","PY-01655735","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-01-15","2025-01-15T10:06:19.000Z","","","2025-01-15T10:06:19.000Z"
"a24UU000001PvSLYA0","PY-01666829","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-02-14","2025-02-14T10:06:13.000Z","","","2025-02-14T10:06:13.000Z"
"a24UU000001Y4WuYAK","PY-01675184","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-03-14","2025-03-14T10:06:28.000Z","","","2025-03-14T10:06:28.000Z"
"a24UU000001wgKtYAI","PY-01684509","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-04-15","2025-04-15T10:05:50.000Z","","","2025-04-15T10:05:50.000Z"
"a24UU000002DABiYAO","PY-01694078","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-05-15","2025-05-15T10:05:58.000Z","","","2025-05-15T10:05:58.000Z"
"a24UU000002NB6WYAW","PY-01702625","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-06-13","2025-06-13T10:05:50.000Z","","","2025-06-13T10:05:50.000Z"
"a24UU000002YYB1YAO","PY-01710915","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-07-15","2025-07-15T15:33:21.000Z","","","2025-07-15T15:33:21.000Z"
"a24UU000002jxKaYAI","PY-01721863","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-08-15","2025-08-15T10:00:56.000Z","","","2025-08-15T10:00:56.000Z"
"a24UU000002v2GyYAI","PY-01731909","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-09-15","2025-09-15T10:00:50.000Z","","","2025-09-15T10:00:50.000Z"
"a24UU0000036uLxYAI","PY-01741900","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","76.94","69.0","0.0","2025-10-15","2025-10-15T10:01:04.000Z","","","2025-10-15T10:01:04.000Z"
"a24UU000003GxlfYAC","PY-01752646","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-11-14","2025-11-14T10:00:48.000Z","","","2025-11-14T10:00:48.000Z"
"a24UU000003Roa7YAC","PY-01764785","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2025-12-15","2025-12-15T10:01:01.000Z","","","2025-12-15T10:01:01.000Z"
"a24UU000003dV0fYAE","PY-01778190","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-01-15","2026-01-15T10:00:55.000Z","","","2026-01-15T10:00:55.000Z"
"a24UU000003qfOoYAI","PY-01792979","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Fee","Subscription","69.0","69.0","69.0","0.0","2026-02-13","2026-02-13T10:00:51.000Z","","","2026-02-13T10:00:51.000Z"
"a24UU000004Cn1FYAS","PY-01814023","8008W000004SbRBQA0","00311496","Activated","ACCEPTED","Late payment fee","Fee","94.0","94.0","69.0","25.0","2026-04-03","2026-04-03T10:11:06.000Z","","a24UU0000043Wp7YAE","2026-04-03T10:11:06.000Z"
